CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,"1,249",-77,"1,178",32.18,"1,154.45",301.95,195,"1,151.15","1,164.20",65,"22,200.00","1,560",44.05,44.65,975,-65.10,44.05,37.61,"2,86,091","9,424","25,003",
,240,8,353,27.31,"1,093.90",294.50,130,"1,105.00","1,115.50",65,"22,250.00",780,47.45,48.70,910,-69.65,48.70,37.40,"91,343","1,982","5,531",
,"3,492",-133,"1,554",33.50,"1,068.05",316.30,130,"1,060.75","1,069.20",260,"22,300.00",325,52.40,52.75,780,-75.35,52.35,36.90,"2,94,517","17,841","33,108",
,453,2,407,28.32,"1,003.10",294.65,65,"1,014.70","1,030.50",260,"22,350.00",195,57.10,57.55,"1,040",-80.15,57.10,36.55,"1,15,927","5,558","10,681",
,"2,237",-206,"2,772",34.01,982.00,307.40,520,971.80,979.20,260,"22,400.00",130,61.95,62.35,650,-87.15,62.35,36.21,"2,88,878","19,105","36,293",
,955,-200,"1,485",31.34,925.35,271.90,325,930.00,940.95,130,"22,450.00",260,67.55,67.95,780,-92.15,67.95,35.86,"1,10,616","5,872","11,993",
,"22,106","-3,489","26,951",33.24,892.10,292.35,260,886.80,889.95,910,"22,500.00",975,73.35,73.75,780,-100.45,73.35,35.39,"7,14,621","33,435","95,869",
,"1,816",-120,"1,239",31.03,837.55,266.25,260,842.55,849.80,325,"22,550.00",455,79.75,80.20,260,-108.65,80.15,35.07,"1,15,714","1,664","7,213",
,"7,655","-2,699","11,978",31.79,800.10,268.90,520,797.90,803.45,260,"22,600.00",455,86.45,87.00,585,-115.05,87.00,34.67,"3,35,290","9,394","38,876",
,"2,104",-761,"3,912",30.97,754.00,254.70,325,756.85,765.60,780,"22,650.00",65,94.15,94.40,585,-123.90,93.90,34.20,"1,16,930",792,"8,655",
,"10,048","-3,466","19,150",31.61,718.00,255.70,260,714.70,718.60,260,"22,700.00","2,990",102.00,102.60,910,-131.35,102.60,33.89,"3,40,486","6,098","34,663",
,"3,325","-1,244","9,812",30.95,674.25,242.95,260,674.50,680.05,780,"22,750.00",325,110.60,111.20,780,-137.20,110.55,33.39,"1,40,706","2,178","11,653",
,"15,365","-10,831","59,730",31.27,638.30,239.10,260,634.15,637.90,260,"22,800.00",260,120.05,120.55,"1,040",-149.30,120.60,33.07,"4,07,149","9,783","45,473",
,"1,753","-1,406","12,327",30.48,595.00,226.50,260,593.35,596.65,260,"22,850.00",520,130.30,130.85,520,-159.85,130.30,32.61,"1,29,179","2,922","8,247",
,"13,909","-14,690","86,742",30.24,556.75,216.30,260,554.95,558.85,260,"22,900.00","1,300",141.45,142.00,"1,755",-169.65,142.15,32.31,"3,53,790","1,921","32,169",
,"2,446","-3,153","34,669",29.76,517.50,201.55,260,516.70,518.85,260,"22,950.00",390,153.30,154.10,520,-176.50,154.15,31.91,"1,77,904","4,911","10,379",
,"46,698","-24,760","3,13,072",29.26,479.00,190.00,65,480.05,480.90,195,"23,000.00",325,166.10,166.70,65,-189.25,166.10,31.41,"11,14,330","34,168","1,10,644",
,"5,300",248,"90,828",29.23,445.65,179.45,260,444.30,446.35,260,"23,050.00","1,040",180.00,180.80,"1,040",-198.90,180.85,31.11,"2,30,930","8,934","12,205",
,"12,710","-3,530","3,29,129",28.88,410.75,171.05,260,408.40,410.65,260,"23,100.00",260,194.90,195.80,520,-210.35,195.00,30.62,"6,10,474","20,776","27,775",
,"5,844","1,402","2,64,696",28.51,376.80,158.10,520,375.65,377.40,260,"23,150.00",715,211.85,212.20,325,-223.15,212.20,30.35,"3,85,209","13,578","15,220",
,"26,828","-5,685","8,35,517",28.21,344.80,146.60,65,343.75,344.65,"1,365","23,200.00",455,228.50,229.25,65,-234.30,228.50,29.85,"10,76,923","31,339","50,677",
,"9,671","2,285","4,66,318",27.86,313.60,137.10,130,312.85,314.00,715,"23,250.00",455,248.00,248.25,715,-245.45,248.00,29.55,"4,47,113","12,377","15,948",
,"40,415","16,963","12,58,570",27.58,284.55,125.50,130,283.70,284.55,845,"23,300.00",130,268.50,269.50,520,-258.65,268.50,29.22,"11,72,393","34,943","45,396",
,"15,577","11,138","7,52,250",27.19,255.90,112.75,195,255.90,256.40,65,"23,350.00","1,300",290.45,291.65,520,-259.00,291.50,29.01,"5,93,299","10,315","12,181",
,"41,661","17,774","15,41,567",26.92,229.80,103.80,195,229.70,230.40,455,"23,400.00",650,314.30,315.45,260,-281.25,314.35,28.63,"11,54,934","21,842","31,300",
,"14,240","10,386","7,25,200",26.65,205.35,92.00,650,205.20,206.00,390,"23,450.00",65,340.05,340.40,260,-291.50,341.15,28.52,"3,63,742","7,421","9,189",
,"72,537","-8,449","15,57,859",26.44,183.00,82.85,65,183.00,183.70,195,"23,500.00",65,367.05,368.10,"1,300",-294.25,367.10,28.16,"5,33,194","11,969","36,909",
,"9,121","3,015","4,21,748",26.19,161.80,70.35,65,161.30,161.95,390,"23,550.00",65,396.00,397.05,260,-310.15,396.80,28.05,"58,437",876,"3,886",
,"27,107","2,826","7,83,816",25.93,142.15,64.65,195,142.10,142.80,650,"23,600.00",325,426.35,427.40,260,-311.85,427.30,27.87,"96,734","1,664","7,998",
,"7,930","2,518","3,58,440",25.76,124.80,54.10,390,124.25,125.00,780,"23,650.00",390,459.55,460.40,715,-322.75,460.70,27.86,"20,501",121,"2,259",
,"38,539","4,036","7,26,196",25.53,108.40,48.95,715,108.35,109.00,975,"23,700.00",325,492.25,494.25,"1,040",-313.45,492.60,27.52,"43,423",531,"8,622",
,"10,942","4,064","3,62,242",25.43,94.55,40.05,325,94.00,94.55,260,"23,750.00",325,527.95,531.00,"1,300",-335.25,532.10,27.93,"8,754",351,"2,125",
,"44,378","7,317","7,97,143",25.20,81.05,33.85,455,81.00,81.65,260,"23,800.00",325,565.20,567.25,260,-341.40,567.10,27.65,"33,943","-2,827","11,678",
,"10,288","5,338","3,09,779",25.17,70.35,28.00,65,69.95,70.35,975,"23,850.00",520,601.50,609.65,130,-361.20,606.35,27.76,"3,353",85,"2,571",
,"31,657","9,818","5,18,969",24.85,58.90,22.40,520,59.10,60.30,260,"23,900.00",260,640.90,646.10,260,-347.55,641.70,27.17,"7,443",-68,"4,355",
,"11,920","5,465","2,82,777",25.02,51.70,18.80,260,51.05,51.75,520,"23,950.00",780,680.05,691.90,"1,820",-322.05,690.25,28.36,"1,217",-8,826,
,"1,18,510","19,461","15,26,223",24.96,44.05,14.75,195,43.75,44.00,260,"24,000.00",325,726.60,729.30,260,-363.45,729.40,28.04,"46,814",-363,"40,349",
,"11,603","5,324","2,25,459",24.94,37.55,11.65,260,37.20,37.50,780,"24,050.00",260,764.90,777.50,65,-341.85,780.90,29.60,638,-35,626,
,"33,970","17,692","4,25,084",24.95,31.95,9.30,65,31.80,31.95,"1,820","24,100.00",130,804.15,821.95,260,-366.15,825.00,29.91,"2,338",-78,"2,403",
,"12,799","8,545","2,44,379",25.00,27.25,6.90,65,27.05,27.20,650,"24,150.00",65,852.35,868.25,"1,820",-366.25,871.30,30.52,464,-82,"1,214",
,"40,458","18,567","4,26,770",25.05,23.20,5.50,"1,690",23.00,23.15,"1,560","24,200.00",520,902.20,912.10,260,-378.05,911.00,29.77,"3,431",-366,"5,777",
,"11,415","6,919","2,11,878",25.13,19.75,3.25,65,19.60,19.75,"1,560","24,250.00",65,945.70,959.95,65,-355.25,982.80,35.06,306,-40,821,
,"28,893","13,043","3,47,170",25.25,16.90,2.30,845,16.65,16.85,260,"24,300.00",260,998.25,"1,006.80",65,-369.80,"1,005.10",30.85,"1,426",-393,"5,093",
,"9,394","5,361","1,83,085",25.45,14.65,1.65,325,14.40,14.55,260,"24,350.00",65,"1,038.25","1,058.95",65,-338.50,"1,075.70",36.23,160,-54,380,
,"24,599","9,710","3,41,394",25.62,12.60,0.85,715,12.40,12.60,"1,300","24,400.00",65,"1,081.90","1,101.85",65,-379.30,"1,103.05",32.62,"1,359",-286,"4,035",
,"8,212","4,085","1,68,232",25.88,11.05,0.35,"1,040",10.65,11.05,"1,040","24,450.00",65,"1,134.75","1,156.05",65,-377.55,"1,151.05",33.23,87,6,"1,018",
,"1,15,561","40,690","7,09,482",25.85,9.10,-0.10,"1,690",9.05,9.10,65,"24,500.00",65,"1,188.30","1,198.15",65,-382.15,"1,198.35",33.62,"9,137","-1,155","20,575",
,"8,288","5,017","1,31,949",26.15,8.05,-0.55,65,7.85,8.05,780,"24,550.00",65,"1,227.85","1,260.30",65,-379.35,"1,240.00",32.27,112,1,689,
,"25,427","10,492","2,58,086",26.16,6.65,-0.95,65,6.70,6.80,"55,965","24,600.00",130,"1,271.55","1,295.10",65,-377.95,"1,300.00",36.17,"1,637",-685,"6,043",
,"8,933","6,003","1,02,560",26.54,6.00,-0.95,"2,015",6.00,6.20,780,"24,650.00",780,"1,291.05","1,358.50",65,-374.90,"1,317.95",21.70,56,-14,526,
,"26,591","9,282","2,15,794",27.03,5.55,-0.80,65,5.20,5.55,715,"24,700.00",195,"1,384.65","1,407.85",65,-387.00,"1,389.10",34.97,"1,226",-446,"13,376",
,"6,897","2,363","94,129",27.26,4.85,-1.15,390,4.80,4.85,"1,560","24,750.00",780,"1,387.80","1,453.85",65,-345.00,"1,445.00",37.84,107,-28,608,
,"34,824","16,642","2,17,275",27.46,4.20,-1.35,"1,625",4.10,4.25,"1,820","24,800.00",130,"1,480.05","1,544.70",780,-387.40,"1,488.65",36.77,"1,241",-748,"5,076",
,"7,798","4,092","86,231",27.94,3.90,-1.35,975,3.80,4.00,"1,755","24,850.00",260,"1,518.60","1,597.30",845,-362.20,"1,540.00",38.21,25,-4,477,
,"19,548","12,779","1,47,101",28.21,3.45,-1.35,"38,285",3.45,3.60,"1,755","24,900.00",195,"1,577.40","1,608.15",780,-396.40,"1,588.40",38.61,"1,350",-433,"3,966",
,"4,365","2,456","62,014",28.48,3.05,-1.50,"1,755",3.05,3.35,"1,755","24,950.00",780,"1,615.45","1,686.85",780,-385.35,"1,659.30",45.95,32,-5,289,
,"1,26,372","34,827","4,31,414",29.01,2.90,-1.25,"3,055",2.85,2.95,520,"25,000.00",65,"1,683.00","1,688.95",65,-382.15,"1,682.70",38.20,"6,893","-3,249","46,814",
,"4,480","1,048","65,162",29.18,2.50,-1.60,"1,820",2.55,2.70,"1,755","25,050.00",780,"1,684.30","1,782.30",780,-375.35,"1,734.30",39.81,17,-13,217,
,"19,936","12,074","1,31,809",29.41,2.20,-1.40,"1,755",2.20,2.35,"1,690","25,100.00",780,"1,762.75","1,797.20",65,-354.45,"1,818.15",51.34,"1,108",-543,"1,761",
,"5,189","3,739","64,041",29.85,2.05,-1.55,"1,105",2.05,2.15,"1,755","25,150.00",780,"1,810.05","1,888.65",780,-424.30,"1,753.65",-,48,-8,357,
,"25,537","11,368","1,20,195",30.26,1.90,-1.30,"1,950",1.85,2.00,"1,430","25,200.00",65,"1,876.05","1,894.20",65,-390.15,"1,881.55",41.27,"2,109","-1,161","11,792",
,"4,252","2,612","53,790",30.85,1.85,-1.35,"1,105",1.85,1.95,"2,340","25,250.00",780,"1,904.45","1,991.95",845,-323.00,"1,890.95",-,23,-16,408,
,"14,677","6,113","76,577",31.11,1.65,-1.30,"7,930",1.60,1.65,195,"25,300.00",130,"1,968.40","2,004.45",260,-362.60,"2,003.20",51.26,707,-432,"2,580",
,"1,920",-18,"46,240",31.66,1.60,-1.30,"1,495",1.60,1.75,"1,040","25,350.00",780,"1,997.65","2,090.95",780,-405.70,"2,011.60",-,29,-24,289,
,"12,714",-270,"92,681",32.21,1.55,-1.10,"4,420",1.50,1.55,"3,770","25,400.00",130,"2,075.80","2,090.25",65,-387.40,"2,087.80",47.66,"1,961",-652,"5,550",
,"3,234",929,"33,509",32.87,1.55,-1.15,"8,060",1.40,1.55,"1,430","25,450.00",780,"2,085.20","2,165.40",195,-307.25,"2,221.30",70.52,47,-29,"1,536",
,"54,334","5,081","2,44,949",33.14,1.40,-1.05,"61,815",1.40,1.45,"36,270","25,500.00",390,"2,180.00","2,193.80",130,-361.85,"2,184.00",47.74,"3,045","-1,658","17,535",
,"2,595",359,"32,148",33.92,1.45,-0.95,585,1.35,1.45,"2,405","25,550.00",780,"2,180.25","2,254.70",130,-332.85,"2,260.00",58.18,25,-9,519,
,"16,393",-531,"72,306",34.30,1.35,-1.00,"29,835",1.25,1.35,"5,460","25,600.00",130,"2,270.60","2,290.20",65,-386.95,"2,290.00",52.18,948,-521,"8,325",
,"2,261",858,"16,282",34.79,1.30,-1.05,65,1.30,1.35,130,"25,650.00",780,"2,282.20","2,384.90",780,-388.15,"2,340.25",53.18,35,-27,393,
,"14,903",338,"37,969",34.97,1.15,-0.95,"11,635",1.15,1.20,"17,615","25,700.00",65,"2,378.00","2,440.85",390,-378.35,"2,382.90",50.67,"1,617","-1,196","7,881",
,"2,121",45,"16,074",35.59,1.15,-1.15,"3,445",1.15,1.20,"3,250","25,750.00",780,"2,409.90","2,488.45",780,-388.50,"2,439.00",54.42,20,-20,632,
,"20,136",819,"61,985",35.69,1.00,-1.00,"1,38,190",1.00,1.05,"2,795","25,800.00",65,"2,483.00","2,493.50",65,-379.95,"2,490.90",56.13,"2,549","-2,349","11,086",
,"1,608",400,"17,420",36.49,1.05,-0.95,"3,120",1.05,1.10,130,"25,850.00",780,"2,477.45","2,590.80",780,-447.70,"2,552.30",61.38,87,-27,404,
,"13,688","5,835","57,275",36.92,1.00,-0.90,"20,800",0.95,1.00,"76,375","25,900.00",130,"2,539.25","2,595.95",65,-380.60,"2,589.40",57.23,419,-344,"4,891",
,"1,285",85,"9,653",37.53,1.00,-1.00,130,1.00,1.05,"2,405","25,950.00",65,"2,612.65","2,668.25",65,-650.85,"2,525.00",-,7,-,177,
,"85,485","-4,632","1,38,727",37.94,0.95,-0.80,"2,51,550",0.90,0.95,"17,810","26,000.00",130,"2,680.00","2,689.45",195,-379.85,"2,696.60",62.00,"4,587",-817,"48,407",
,"1,061",192,"3,904",38.33,0.90,-0.95,65,0.90,1.00,715,"26,050.00",65,"2,695.95","2,789.70",780,-457.00,"2,754.60",65.85,2,-,193,
,"6,295",96,"19,421",38.93,0.90,-0.85,"56,290",0.85,0.90,130,"26,100.00",130,"2,765.20","2,800.70",65,-318.85,"2,807.20",67.66,182,-148,"2,358",
,"1,582",345,"20,546",39.30,0.85,-0.75,"1,365",0.85,1.10,260,"26,150.00",260,"2,796.60","2,885.20",780,-0.35,"3,221.45",-,-,-,259,
,"6,137",231,"20,243",39.66,0.80,-0.85,"20,540",0.80,0.90,"6,500","26,200.00",780,"2,854.30","2,900.15",195,-351.60,"2,894.40",64.63,241,-174,"2,787",
,"1,239",12,"6,691",40.48,0.85,-0.80,130,0.85,0.90,130,"26,250.00",65,"2,910.50","3,031.70",780,-363.80,"2,908.00",-,4,-2,212,
,"5,207","-1,633","22,156",40.83,0.80,-0.70,"10,530",0.80,0.90,"3,510","26,300.00",130,"2,970.00","2,999.80",65,-374.20,"3,005.20",70.58,177,-123,"1,980",
,943,227,"2,546",41.41,0.80,-0.65,"5,200",0.80,1.05,130,"26,350.00",65,"2,893.00","3,199.90",780,-271.40,"3,048.80",69.05,1,-,170,
,"4,247",676,"31,119",41.73,0.75,-0.75,"18,395",0.75,0.80,"6,890","26,400.00",65,"3,061.00","3,100.95",65,-379.35,"3,100.00",70.40,671,-397,"1,084",
,822,195,"8,754",42.57,0.80,-0.50,650,0.75,0.80,"1,690","26,450.00",780,"3,090.30","3,186.45",390,-,"3,635.85",-,-,-,67,
,"31,490","2,882","38,794",42.88,0.75,-0.65,"40,300",0.75,0.80,"45,370","26,500.00",65,"3,171.20","3,187.20",130,-359.15,"3,198.45",71.51,"1,235",-549,"8,448",
,759,-12,"1,316",43.45,0.75,-0.60,"2,015",0.70,0.80,130,"26,550.00",65,"3,187.80","3,291.90",780,-,"3,568.35",-,-,-,11,
,"2,580",-681,"13,585",43.74,0.70,-0.50,"15,470",0.70,0.80,"27,495","26,600.00",780,"3,240.30","3,337.50",780,-379.25,"3,290.65",69.75,107,-18,462,
,609,-5,"1,064",44.30,0.70,-0.70,195,0.70,0.85,"3,250","26,650.00",780,"3,166.55","3,433.60",325,-,"3,695.95",-,-,-,34,
,"2,317",-108,"7,478",45.43,0.80,-0.50,780,0.65,0.80,"26,520","26,700.00",780,"3,337.85","3,422.65",780,-484.50,"3,399.10",75.21,34,-20,337,
,691,18,"1,789",45.42,0.70,-1.65,"1,560",0.70,1.05,650,"26,750.00",780,"3,253.05","3,497.65",780,6.10,"3,339.45",-,-,-,13,
,"3,897",-188,"7,959",46.56,0.80,-0.50,"1,885",0.75,0.85,260,"26,800.00",780,"3,426.90","3,535.60",975,-420.00,"3,380.00",-,9,-5,304,
,470,-54,"7,271",46.23,0.65,-0.60,325,0.70,0.75,260,"26,850.00",780,"3,356.20","3,593.50",780,-,"3,516.00",-,-,-,10,
,986,-125,"8,303",46.78,0.65,-0.70,"5,720",0.65,0.75,650,"26,900.00",780,"3,539.15","3,640.50",780,-384.70,"3,574.40",64.15,11,-7,52,
,556,-44,579,48.24,0.80,-0.50,"9,100",0.65,0.90,"2,860","26,950.00",780,"3,434.35","3,747.05",325,4.70,"3,009.10",-,-,-,17,
,"44,801",592,"77,936",47.88,0.65,-0.65,"5,850",0.65,0.70,"17,940","27,000.00",260,"3,670.00","3,686.50",65,-384.90,"3,679.75",69.91,"2,890","-2,163","15,771",
,492,89,"1,030",48.43,0.65,-0.50,"9,425",0.60,0.65,"24,115","27,050.00",780,"3,503.20","3,768.75",780,3.80,"3,591.35",-,-,-,15,
,"4,914",306,"7,318",48.62,0.60,-0.55,"50,505",0.60,0.75,390,"27,100.00",65,"3,532.35","3,900.85",715,-410.55,"3,650.00",-,4,-4,26,
,572,298,"9,361",49.16,0.60,-0.80,"3,380",0.55,0.65,"3,835","27,150.00",780,"3,781.85","3,895.90","1,105",-500.00,"3,725.00",-,20,-3,27,
,"4,956",-78,"2,455",49.32,0.55,-0.70,390,0.55,0.80,260,"27,200.00",780,"3,826.95","3,905.35",65,-490.10,"3,807.00",-,11,-6,167,
,532,-30,"1,028",50.24,0.60,-0.45,455,0.60,0.75,"1,040","27,250.00",780,"3,883.10","3,999.05",910,8.45,"3,755.95",-,-,-,8,
,"4,219",-112,"13,394",51.14,0.65,-0.45,"1,560",0.65,0.75,130,"27,300.00",780,"3,935.20","4,041.60",780,-657.65,"3,845.00",-,23,-20,141,
,308,-12,614,50.92,0.55,-0.55,"4,290",0.55,0.65,195,"27,350.00",780,"3,786.95","4,090.70",780,5.00,"3,899.55",-,-,-,8,
,"1,689",-28,"5,932",51.03,0.50,-0.60,325,0.55,0.75,910,"27,400.00",780,"4,024.10","4,105.75",325,-583.60,"4,120.75",95.37,1,-,43,
,502,-17,555,52.38,0.60,-0.50,"2,015",0.55,1.20,260,"27,450.00",780,"3,898.15","4,248.60",780,5.70,"3,503.70",-,-,-,7,
,"12,831","-1,435","30,424",52.91,0.60,-0.35,"24,700",0.60,0.65,"8,125","27,500.00",130,"4,165.00","4,186.50",65,-375.55,"4,191.20",84.62,"1,367","-1,254","3,805",
,"1,030",393,"9,490",53.44,0.60,-0.30,"9,035",0.55,0.60,"17,225","27,550.00",780,"3,975.40","4,332.10",780,4.75,"3,603.25",-,-,-,9,
,763,-45,"1,150",53.56,0.55,-0.35,"13,390",0.55,0.60,260,"27,600.00",780,"4,049.20","4,301.75",325,-,"4,350.00",-,-,-,46,
,432,-9,932,54.49,0.60,-0.35,"2,925",0.55,0.60,"2,730","27,650.00",780,"4,278.80","4,401.55",780,-,"3,950.00",-,-,-,9,
,"1,447",225,"2,982",55.02,0.60,-0.30,"1,560",0.55,0.60,"4,355","27,700.00",65,"4,350.95","4,516.80",780,-484.00,"4,340.00",-,46,-23,62,
,795,583,"9,681",55.12,0.55,-0.25,"8,905",0.55,0.70,"5,915","27,750.00",780,"4,380.85","4,499.90",780,4.75,"3,801.55",-,-,-,6,
,"1,444",-8,"8,877",55.64,0.55,-0.25,"3,575",0.55,0.60,"1,950","27,800.00",780,"4,212.45","4,525.45",780,-,"5,032.00",-,-,-,22,
,210,47,458,56.98,0.65,-0.20,"7,410",0.55,0.65,195,"27,850.00",780,"4,260.75","4,767.65",780,4.75,"3,900.75",-,-,-,7,
,745,-45,958,56.67,0.55,-0.35,"5,005",0.55,0.65,"1,365","27,900.00",715,"4,193.90","4,694.70",130,-671.60,"4,612.00",100.48,11,-2,31,
,264,-161,"1,234",56.73,0.50,-0.80,"5,135",0.50,0.70,65,"27,950.00",65,"4,595.65","4,770.45",780,504.70,"4,621.35",76.37,1,-,8,
,"23,224","2,736","45,632",57.70,0.55,-0.25,"28,535",0.55,0.65,"5,265","28,000.00",65,"4,678.30","4,684.65",65,-384.50,"4,690.00",91.72,"2,355","-2,089","8,879",
,246,70,661,57.75,0.50,-0.20,"4,615",0.50,0.65,"1,885","28,050.00",780,"4,495.90","4,854.90",780,274.60,"4,492.90",-,-,-,5,
,"1,724",127,"2,110",58.25,0.50,-0.35,"13,325",0.45,0.50,"3,835","28,100.00",780,"4,716.45","4,823.70",780,-,"5,088.25",-,-,-,123,
